name,value,year,lastValue,rank
Salesforce.com,6311.20000000011,2017.9,6190.39999999995,74
Panasonic,6262.00000000003,2017.9,6230.99999999999,75
Johnson & Johnson,6212.00000000002,2017.9,6192.99999999999,76
Land Rover,6208.40000000001,2017.9,6195.79999999999,77
DHL,5864.40000000002,2017.9,5847.79999999999,78
Discovery,5720.60000000003,2017.9,5686.19999999998,79
Ferrari,5671.60000000008,2017.9,5583.19999999996,80
Caterpillar,5643.80000000008,2017.9,5557.59999999996,81
Tiffany & Co.,5617.20000000002,2017.9,5592.39999999999,82
Jack Daniel's,5610.10000000003,2017.9,5579.19999999999,83
KFC,5464.20000000002,2017.9,5447.39999999999,84
Corona,5442.90000000007,2017.9,5368.79999999997,85
Heineken,5371.80000000002,2017.9,5350.59999999999,86
John Deere,5315.80000000005,2017.9,5256.59999999997,87
MINI,5240.00000000001,2017.9,5225.99999999999,88
Shell,5230.70000000004,2017.9,5185.39999999998,89
Harley-Davidson,5211.99999999995,2017.9,5263.00000000002,90
Dior,5159.40000000006,2017.9,5095.79999999997,91
Burberry,5003.59999999999,2017.9,5018.20000000001,92
Prada,4802.40000000001,2017.9,4792.8,93
Sprite,4743.89999999999,2017.9,4754.8,94
Johnnie Walker,4698.40000000003,2017.9,4665.79999999998,95
Chanel,NA,2017.9,NA,96
Hennessy,NA,2017.9,NA,97
Nintendo,NA,2017.9,NA,98
Spotify,NA,2017.9,NA,99
Subaru,NA,2017.9,NA,100
Apple,214480,2018,211447.400000003,1
Google,155506,2018,154125.700000001,2
Amazon,100764,2018,97167.2000000033,3
Microsoft,92715,2018,91443.4000000012,4
Coca-Cola,66341,2018,66680.1999999997,5
Samsung,59890,2018,59525.9000000003,6
Toyota,53404,2018,53092.7000000003,7
Mercedes-Benz,48601,2018,48523.8000000001,8
Facebook,45168,2018,45469.9999999997,9
McDonald's,43417,2018,43228.6000000002,10
Intel,43293,2018,42909.6000000003,11
IBM,42972,2018,43357.6999999996,12
BMW,41006,2018,41057.5,13
Disney,39874,2018,39963.7999999999,14
Cisco,34575,2018,34310.5000000002,15
GE,32757,2018,33902.099999999,16
Nike,30120,2018,29810.1000000003,17
Louis Vuitton,28152,2018,27628.7000000005,18
Oracle,26133,2018,26266.2999999999,19
Honda,23682,2018,23583.4000000001,20
SAP,22885,2018,22860,21
Pepsi,20798,2018,20767.3,22
Chanel,20005,2018,NA,23
American Express,19139,2018,19003.8000000001,24
Zara,17712,2018,17798.0999999999,25
J.P. Morgan,17567,2018,17385.2000000002,26
IKEA,17458,2018,17559.3999999999,27
Gillette,16864,2018,16997.5999999999,28
UPS,16849,2018,16802.8,29
H&M,16826,2018,17192.1999999997,30
Pampers,16617,2018,16596.9,31
Hermès,16372,2018,16155.8000000002,32
Budweiser,15627,2018,15601.8,33
Accenture,14214,2018,14039.7000000002,34
Ford,13995,2018,13959.8,35
Hyundai,13535,2018,13500.8,36
NESCAFÉ,13053,2018,13013.8,37
eBay,13017,2018,13037.7,38
Gucci,12942,2018,12644.7000000003,39
Nissan,12213,2018,12145.1000000001,40
Volkswagen,12201,2018,12133.1000000001,41
Audi,12187,2018,12170.6,42
Philips,12104,2018,12045.5000000001,43
Goldman Sachs,11769,2018,11678.5000000001,44
Citi,11577,2018,11479.2000000001,45
HSBC,11208,2018,11140.6000000001,46
AXA,11118,2018,11113.5,47
L'Oréal,11102,2018,11059.2,48
Allianz,10821,2018,10744.8000000001,49
adidas,10772,2018,10616.4000000001,50
Adobe,10748,2018,10579.2000000002,51
Porsche,10707,2018,10649.2000000001,52
Kellogg's,10634,2018,10667.8,53
HP,10433,2018,10343.8000000001,54
Canon,10380,2018,10320.8000000001,55
Siemens,10132,2018,10117,56
Starbucks,9615,2018,9523.90000000008,57
Danone,9533,2018,9511.90000000002,58
Sony,9316,2018,9231.80000000008,59
3M,9104,2018,9088.30000000001,60
Visa,9021,2018,8900.40000000011,61
Nestlé,8938,2018,8917.00000000002,62
Morgan Stanley,8802,2018,8742.30000000005,63
Colgate,8659,2018,8625.60000000003,64
Hewlett Packard Enterprise,8157,2018,8236.39999999993,65
Netflix,8111,2018,7859.10000000023,66
Cartier,7646,2018,7636.10000000001,67
Huawei,7578,2018,7487.80000000008,68
Banco Santander,7547,2018,7462.50000000008,69
Mastercard,7545,2018,7425.50000000011,70
Kia,6925,2018,6900.80000000002,71
FedEx,6890,2018,6826.50000000006,72
PayPal,6621,2018,6499.70000000011,73
LEGO,6533,2018,6582.09999999995,74
Salesforce.com,6432,2018,6311.20000000011,75
Panasonic,6293,2018,6262.00000000003,76
Johnson & Johnson,6231,2018,6212.00000000002,77
Land Rover,6221,2018,6208.40000000001,78
DHL,5881,2018,5864.40000000002,79
Ferrari,5760,2018,5671.60000000008,80
Discovery,5755,2018,5720.60000000003,81
Caterpillar,5730,2018,5643.80000000008,82
Tiffany & Co.,5642,2018,5617.20000000002,83
Jack Daniel's,5641,2018,5610.10000000003,84
Corona,5517,2018,5442.90000000007,85
KFC,5481,2018,5464.20000000002,86
Heineken,5393,2018,5371.80000000002,87
John Deere,5375,2018,5315.80000000005,88
Shell,5276,2018,5230.70000000004,89
MINI,5254,2018,5240.00000000001,90
Dior,5223,2018,5159.40000000006,91
Spotify,5176,2018,5176,92
Harley-Davidson,5161,2018,5211.99999999995,93
Burberry,4989,2018,5003.59999999999,94
Prada,4812,2018,4802.40000000001,95
Sprite,4733,2018,4743.89999999999,96
Johnnie Walker,4731,2018,4698.40000000003,97
Hennessy,4722,2018,NA,98
Nintendo,4696,2018,NA,99
Subaru,4214,2018,4214,100
